Title,Summary,Date,Author,Source,URL,Title Length,Summary Length,Language
Who are the Druze? A look at the community following a deadly attack,"The Arab ethnoreligious community was at the centre of Saturday’s attack in the Israeli-occupied Golan Heights.
Israel’s military said it had targeted Hezbollah commander Fuad Shukr, accusing him of being responsible for the Golan Heights attack.
Here is a quick look at the community at the centre of the attack:Who are the Druze?
The community is found in Syria, Lebanon, Jordan, Israel and the Golan Heights – Syrian territory occupied by Israel.
In Lebanon, the Druze exert significant influence through the Progressive Socialist Party, the country’s main Druze party.",08/01/2024,Al Jazeera Staff,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/1/who-are-the-druze-a-look-at-the-community-following-a-deadly-attack,68,572,en
Haniyeh killing in Iran risks dragging US into war it says it doesn’t want,"US publicly states its goals are ceasefire in Gaza and regional de-escalation, but its ally Israel makes that difficult.
At the time, reports indicated that the US had worked to hold back Israel from escalating and to also keep Israel from launching a full-scale attack on Hezbollah in Lebanon.
“It certainly doesn’t suggest that Israel regards the US as a leader in the region, or that Israel is taking its lead from the United States,” said Finucane.
“Since October 7, blind US support for Israel has definitely affected the US’s standing in the region and its ability to have influence.
“[But] the US has [already] lost its political capital in the region over the years, and it has been declining ever since the Iraq war.”",08/01/2024,Al Jazeera Staff,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/1/haniyeh-killing-risks-dragging-us-into-war-it-says-it-doesnt-want,74,726,en
Joint Base Andrews: Three freed Americans back on US soil in Maryland after historic prisoner swap,"Biden observed the emotional family reunions, then removed his pin and placed it on Whelan’s lapel as Harris looked on.
Elizabeth Whelan hugs her brother Paul Whelan at Joint Base Andrews following his release from a Russian prison.
Alex Brandon/APPresident Joe Biden and Vice President Kamala Harris walk with family members of the returning Americans to greet them at Joint Base Andrews.
Today, their agony is over,” said Biden, who hosted the families of Gershkovich, Whelan, Kurmasheva and Kara-Murza at the White House.
Whelan, Gershkovich and Kurmasheva flew roughly 10 hours from Ankara, Turkey, on top of a three-hour-and-45-minute flight from Moscow to Ankara.",08/02/2024,Simone Mccarthy,edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/us-russia-prisoner-swap-landing-intl-hnk/index.html,98,669,en
Biden weighs more US defenses for Israel as the region prepares for Iranian retaliation,"CNN —President Joe Biden is weighing more US defenses in the Middle East as the US prepares for an Iranian retaliation against Israel that officials say could include an attack on American forces.
The statement did not detail what new deployments would occur ahead of an anticipated Iranian attack in response to the assassination of Hamas leader Ismail Haniyeh in Tehran.
The officials said an Iranian response could occur in the coming days.
Israel Defense Forces spokesman Rear Adm. Daniel Hagari said that “international partners” have bolstered their forces in the region, though he did not specify which countries.
The US is expecting the anticipated Iranian attack may be similar to the barrage of ballistic missiles and drones launched against Israel on April 13, officials said.",08/01/2024,Oren Liebermann,edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/biden-us-defenses-israel-iranian-retaliation/index.html,87,787,en
Inside the ‘painstaking’ negotiations that led to the biggest prisoner swap since the Cold War,"The Russian officials took the proposal back to Moscow.
It was a remarkably swift conclusion to years of painstaking negotiations between the US and more than half a dozen countries.
Key to the deal was President Biden’s ability to persuade German Chancellor Olaf Scholz to release Krasikov, the Russian prisoner most keenly sought by Putin.
Officials worked quietly throughout this year to get the German government to agree to release Krasikov — including entreaties from both Biden and Harris.
President Biden sent a letter to Scholz in April, and the Germans at last agreed to release Krasikov in early June.",08/01/2024,"Jennifer Hansler, Kylie Atwood, Alex Marquardt, Mj Lee",edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/inside-painstaking-negotiations-russia-us-prisoner-swap/index.html,94,612,en
‘We’re actually just the opposite’: Trump says he and Vance are not weird,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",08/02/2024,Daniel Lewis,edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/video/donald-trump-jd-vance-weird-digvid,73,206,en
Markets digest weaker-than-expected jobs report as fears rise of a slowing economy,"Today’s jobs report is the latest piece of evidence that hiring is cooling off in America.
The unemployment rate rose to a near-three-year high and the US economy added just 114,000 jobs in July — way below economists’ forecasts.
The Fed is playing a balancing act — what it calls its “dual mandate.” It aims to keep inflation low and job growth high.
For several years, as inflation was sky-high and jobs were booming, the Fed focused on hiking rates to combat rising prices.
Meanwhile, the unemployment rate has been steadily rising above 4% after hovering at a half-century low.",08/02/2024,"Cnn'S Alicia Wallace, Elisabeth Buchwald, Bryan Mena, Krystal Hur, Cnn'S David Goldman",edition.cnn.com,https://edition.cnn.com/business/live-news/us-jobs-report-july-markets/index.html,82,581,en
"Fact check: Trump, who approved multiple prisoner exchanges, falsely claims he gave up ‘nothing’ to get Americans back","After President Joe Biden proved the claim wrong on Thursday by securing the release of Gershkovich and others in a multi-country prisoner exchange, Trump posted a series of skeptical questions on social media.
I got back many hostages, and gave the opposing Country NOTHING – and never any cash.
It’s not easy.”FactCheck.org debunked this Trump claim about his record on securing the release of American prisoners abroad when he previously made it in 2022.
Trump acknowledged at the time that this was a prisoner exchange, telling reporters in 2019: “Yeah, we’re very happy to have our hostage back.
And there was a one-on-one hostage swap.”Federal prosecutors also dropped charges against the Iranian scientist’s two co-defendants soon after the prisoner exchange.",08/01/2024,Daniel Dale,edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/fact-check-trump-falsely-claims-he-gave-up-nothing-american-prisoner-exchanges/index.html,118,766,en
Some Jewish Democrats wonder if America is ready for a Jewish vice president,"After all, the last time a guy named Shapiro had been elected governor of Pennsylvania, he had years earlier anglicized his name to Shapp.
“I’m not aware of how his position on Israel differs from the other potential vice presidents,” Hawaii Sen. Brian Schatz, who is both Jewish and a proud progressive, told CNN.
Of the VP’s choices, Shapiro is the one who stands out as the most divisive and could put a stop in everyone being on the same page,” said one Jewish Democratic operative.
But I will say his attacks, this might surprise you, don’t bother me personally,” Shapiro said at the time.
But calling what’s coming at Shapiro “pure antisemitism,” Rep. Dan Goldman, a New York Democrat, warned against that defensive way of thinking.",08/02/2024,Edward-Isaac Dovere,edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/shapiro-jewish-identity-scrutiny-democratic-party/index.html,76,738,en
Video: JD Vance reacts to Trump’s controversial remarks about Harris’ racial identity,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",08/01/2024,"Stephanie Matarazzo, Steve Contorno",edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/video/jd-vance-harris-racial-identity-trump-contorno-digvid,85,206,en
Video: Fred Trump III on why he’s voting for Kamala Harris,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",07/31/2024,Ally Hill,edition.cnn.com,https://edition.cnn.com/2024/07/31/politics/video/fred-trump-votes-harris-ebof-digvid,58,206,en
Nikkei 225: Japan stocks plunge by nearly 6% in biggest drop since start of pandemic,"The Nikkei 225 ended 5.8% lower, the index’s biggest daily drop since March 2020.
On Wednesday, the Bank of Japan (BOJ) raised interest rates by 15 basis points to 0.25% in its second hike this year and announced plans to taper its bond buying.
”The hike has narrowed the difference in interest rates between the United States and Japan, which pushed the Japanese yen higher against the greenback.
Combined with strong corporate earnings and effective corporate governance reforms, the weak yen propelled the Nikkei 225 to all-time highs this year.
“From a Japanese equity perspective, the earnings boost from a weak yen is set to diminish,” Citi analysts said on Thursday.",08/02/2024,Laura He,edition.cnn.com,https://edition.cnn.com/2024/08/02/business/japan-nikkei-225-rates-investors-intl-hnk/index.html,84,673,en
Boeing’s new CEO just landed the best (and worst) job in Corporate America,"You’ve just landed a job that is simultaneously the best and worst in Corporate America.
There’s a laundry list of problems Ortberg will have to confront on Day One, and he’ll be operating under intense scrutiny from a rabid audience of shareholders, regulators, customers and even the FBI.
“I wish I knew more about other industries to say whether he was the worst aerospace CEO or the worst CEO, period.”Under Calhoun’s watch, Boeing’s headaches have multiplied.
Ortberg climbed the ranks at Rockwell Collins, an aviation tech supplier, from 1987 to 2013, when he became its CEO.
Boeing’s shares rose 2% Wednesday, even after Boeing announced its losses tripled in the second quarter, reflecting Wall Street’s optimism about Ortberg.",08/01/2024,Allison Morrow,edition.cnn.com,https://edition.cnn.com/2024/08/01/business/boeing-new-ceo-kelly-ortberg-nightcap/index.html,74,735,en
Biden administration proposes new rule banning airlines from charging parents extra fees to have their kids seated next to them,"CNN —Airlines would no longer be allowed to charge parents extra fees for their kids to be seated next to them under a new rule proposed by the Biden administration.
White House officials say their “fee-free family seating” proposal could potentially save parents up to $200 per round trip flight.
Today’s ban on family seating fees could save a family of four as much as $200 per round trip.
“We’ll cap service fees on tickets to concerts and sporting events and make companies disclose all fees upfront.
And we’ll prohibit airlines from charging up to $50 roundtrip for families just to sit together,” Biden said in 2023.",08/01/2024,"Pete Muntean, Samantha Waldenberg",edition.cnn.com,https://edition.cnn.com/2024/08/01/business/biden-ban-airlines-parents-extra-fees-kids-seating/index.html,127,623,en
How Kamala Harris’ candidacy has energized plans for the DNC,"Officials quickly moved to tailor the Chicago convention to Harris with only four weeks, in part drawing from the 2008 convention when Barack Obama accepted the nomination given the historic candidacy of Harris herself.
Nominee acceptance speeches for the convention, which begins the week of August 19, are currently scheduled for that Wednesday and Thursday night, according to convention officials.
Hollywood gets on boardThe Hollywood community is clamoring to support Harris at the DNC, according to numerous agents, publicists and Democratic strategists who spoke to CNN.
No performers have been set yet, though various representatives for musicians have been in talks with the Harris campaign, according to two sources.
For instance, besides Megan Thee Stallion’s performance at her Atlanta rally earlier this week, Harris had the support of the rapper Quavo, who spoke about gun violence prevention.",08/02/2024,"Priscilla Alvarez, Elizabeth Wagmeister, Kayla Tausche",edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/harris-celebrities-democratic-national-convention/index.html,60,907,en
Judge Chutkan could jumpstart Trump election interference case now that it’s back in her court,"The case returns to Judge Tanya Chutkan one month after the Supreme Court issued a game-changing ruling on presidential power.
But the Supreme Court interceded earlier this year and put the case on pause to consider Trump’s claims of presidential immunity.
Attorneys working on the case believe that Chutkan will move quickly with the case back in her jurisdiction, according to sources familiar with their thinking.
Any move she makes will be under extreme scrutiny, given that it’s the only remining federal case against Trump after the Florida federal judge overseeing his classified documents case, Aileen Cannon, dismissed those criminal charges against Trump and his two co-defendants.
Cannon appeared to hold hearings on nearly every motion in the Trump case before her, but Chutkan often rules without hearing from the parties in person.",08/02/2024,Hannah Rabinowitz,edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/chutkan-trump-election-interference-case/index.html,94,845,en
Vance defends Trump over former president’s false claims about Harris’ racial identity,"I think it’s totally reasonable for the president to call that out, and that’s all he did,” Vance said.
Trump’s remarks are false – Harris, who was born in Oakland, California, and attended the historically Black Howard University in Washington, has never downplayed her racial identity.
“And I think it’s because bad guys all over the world recognize Donald Trump’s about to be back in office, so they’re cleaning house.
It would not have solved any of the problems that Kamala Harris has caused.”He said the Biden administration should instead take executive action.
“They just need to empower Border Patrol to tell people who want to come in illegally, ‘You’re not allowed to do that.’ They just need to use the authority that the border czar, Kamala Harris, has.”",08/01/2024,"Eric Bradner, Kit Maher",edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/chameleon-trump-vance-harris-ethnicity/index.html,86,767,en
Senate GOP blocks tax bill as Democrats spotlight child tax credit in election-year push,"Washington CNN —Senate Republicans on Thursday blocked a bipartisan tax package that would have temporarily expanded the child tax credit and restored some business tax benefits.
The Senate tax bill vote also gave Democrats an opportunity to push back against comments from Republican vice presidential candidate Sen. JD Vance of Ohio.
Vance has falsely claimed that Vice President Kamala Harris, the presumptive Democratic presidential nominee, is calling to end the child tax credit.
Harris has actually called for years to increase the child tax credit.
“Democrats do not oppose the Child Tax Credit whatsoever.",08/01/2024,"Clare Foran, Tami Luhby",edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/senate-tax-bill-vote/index.html,88,614,en
9/11 attack: US reaches plea deal with alleged mastermind Khalid Sheikh Mohammed,"CNN —The US has reached a plea deal with alleged 9/11 mastermind Khalid Sheikh Mohammed and two other defendants accused of plotting the 2001 terror attacks, according to the Defense Department.
Mohammed and his co-defendants will enter guilty pleas at a plea hearing that could come as early as next week, according to the letter.
The letter notes that prosecutors met with families for feedback about possible plea agreements as is required by law.
As part of the agreement, the defendants agreed to answer written questions from the surviving victims and victims’ families about their roles and reasons for conducting the attacks.
And they offer those guys a plea deal.”It’s unclear where Mohammed and his co-defendants will serve out their sentences.",07/31/2024,"Oren Liebermann, Lauren Del Valle",edition.cnn.com,https://edition.cnn.com/2024/07/31/politics/us-plea-deal-9-11-mastermind-khalid-sheikh-mohammed/index.html,80,754,en
States target AI and deepfakes as election interference threat looms,"While Michigan, Washington, Minnesota, Texas and California already had laws regulating deepfakes, Minnesota updated their law this year to require a candidate to forfeit their office or nomination if they violate the state’s deepfake laws, among other provisions.
In states such as New York, New Mexico and Alabama, victims can seek a court order to stop the content.
Katie Hobbs signed his proposal into law in May, along with another AI bill that requires disclosures in campaign ads.
Big Tech has already taken some steps to moderate deepfake content.
TikTok and Meta (the parent company of Instagram, Threads and Facebook) announced plans in recent months to label AI content, while YouTube requires creators to disclose when videos are AI-created.",07/31/2024,"Piper Hudspethblackburn, Piper Hudspeth Blackburn",edition.cnn.com,https://edition.cnn.com/2024/07/31/politics/state-laws-election-ai-deepfakes/index.html,68,753,en
USDA farmer discrimination relief payments begin as some Black farmers ask courts to include heirs in program,"The Black Farmers and Agriculturalists Association, which says it has over 20,000 members, lost at a federal district court.
Much needed payments for farmers of colorMore than 23,000 people will receive payments between $10,000 and $500,000, according to the USDA.
“It’s good that the payments are going out to needy Black farmers and families.
Exclusive USDA data obtained by CNN through a follow-up Freedom of Information Act request shows that rejection rates for Black farmers continued to climb, peaking in 2022.
Loan rejection rates fell to 43% for Black farmers in 2023, but remained much higher than those for other racial groups.",08/01/2024,"Chandelis Duster, Janie Boschma",edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/black-farmers-discrimination-program-biden-chevron-dg/index.html,109,638,en
Federal judge says New Jersey’s ban on AR-15 rifles is unconstitutional,"Trenton, New Jersey AP —New Jersey’s ban on the AR-15 rifle is unconstitutional, but the state’s cap on magazines over 10 rounds passes constitutional muster, a federal judge said Tuesday.
“Bans on so-called ‘assault weapons’ are immoral and unconstitutional.
He added: “We look forward to pressing our arguments on appeal.”Several challenges to state assault weapons bans have cited the Bruen decision.
A gun rights group has challenged Connecticut’s landmark 2013 gun control law, passed after the Sandy Hook Elementary School shooting, that bans assault weapons, including certain AR-15-style rifles and large capacity magazines.
The state’s assault weapons ban dates to 1990 and includes various other weapons, but Sheridan focused on the Colt AR-15, citing the plaintiffs’ concentration on that weapon in their court filings, and the law specifying that make of the rifle.",08/01/2024,Associated Press,edition.cnn.com,https://edition.cnn.com/2024/08/01/politics/federal-judge-says-new-jerseys-ban-on-ar-15-rifles-is-unconstitutional/index.html,71,877,en
Pennsylvania county law enforcement officials say Secret Service is presenting a ‘misleading’ picture of Trump shooting scene,"“We were never asked what we’d seen or where we were from Secret Service.
“Before this incident, I would have thought Secret Service is, like bulletproof.
The Beaver County officials were part of a multi-jurisdictional team assisting the Secret Service for Trump’s July 13 rally.
The Secret Service has not responded to questions for comment from CNN.
A federal law enforcement official familiar with the matter said the Secret Service was and has been in touch with the lead for the Butler Emergency Services Unit, which oversaw the Beaver County local law enforcement officers and others that day.",07/31/2024,"Jeremy Herb, Scott Glover, Majlie De Puy Kamp, Danny Freeman",edition.cnn.com,https://edition.cnn.com/2024/07/31/politics/beaver-county-secret-service-trump-shooting-interview/index.html,125,599,en
IHOP is bringing back $5 all-you-can-eat pancakes,"CNN —It’s a summer for single-digit dollar deals as IHOP and Denny’s join other big-name food chains in offering value menu options.
IHOP announced this week that it is bringing back its $5 all-you-can-eat pancake deal.
IHOP announced the same promotion with much fanfare around the same time last summer as part of its 65-year anniversary.
He says that IHOP’s dine-in only deal is meant to spur customers into returning to stores.
“As a restaurateur, you hope that they’re not just taking advantage of the deal, they’re buying extras, they’re adding on sausages or some other breakfast meat.”",07/31/2024,Erika Tulfo,edition.cnn.com,https://edition.cnn.com/2024/07/31/business/ihop-all-you-can-eat-pancakes-five-dollars/index.html,49,593,en
New poll reveals how well voters know the candidates on Harris' veep shortlist,"A new poll revealed that Vice President Kamala Harris' pool of potential running mates remains widely unknown to the public.
A new AP-NORC survey asked Americans their opinions of three candidates being considered as Harris' potential running mate: Sen. Mark Kelly, D-Ariz., Gov.
There was one candidate leading in favorability among the survey's Democratic respondents.
HARRIS HIT WITH BLISTERING AD TARGETING CATHOLIC, HISPANIC VOTERS ON KEY ISSUES IN CRUCIAL SWING STATEAbout four in 10 Democratic respondents said that they still do not know Kelly well enough as a candidate to form an opinion.
According to the poll, about one quarter of Democratic respondents said they view Shapiro positively, while 16% have a negative view of him.",No date available,Aubrie Spady,www.foxnews.com,https://www.foxnews.com/politics/new-poll-reveals-how-voters-view-candidates-harris-veep-shortlist,78,739,en
'F--- the White women': Black activists tied to VP Harris could derail Dem 'unity' message with past rhetoric,"The call, titled ""White Women: Answer the Call,"" reportedly raised millions of dollars for Harris' campaign and could be a major fundraising force over the next few months.
""[Trump] did that, and we're sitting here talking about the White women.
F--- the white women– excuse me – forget the White women.
CLICK HERE TO GET THE FOX NEWS APPFarrakhan in turn praised Barry, saying, ""Praise God for this woman.
Barry, Campbell and the Harris campaign did not respond to Fox News Digital's requests for comment.",No date available,Cameron Cawthorne Andrew Miller,www.foxnews.com,https://www.foxnews.com/politics/f-white-women-black-activists-tied-vp-harris-derail-dem-unity-message-past-rhetoric,109,506,en
2024 Cash Dash: Harris fundraising surge more than doubles Trump's haul last month,"Vice President Kamala Harris raked in a staggering $310 million in fundraising in July, her campaign announced on Friday morning, in what it touted was ""the biggest haul of the 2024 cycle.""
The embattled president's immediate backing of Harris ignited a slew of endorsements for the vice president by Democratic governors, senators, House members and other party leaders.
According to the Harris campaign, two-thirds of the monthly haul came from first-time donors.
The Harris campaign has been spotlighting their surge in fundraising since the vice president replaced Biden at the top of the ticket.
The Biden campaign and the Democratic National Committee enjoyed a fundraising lead over Trump and the Republican National Committee earlier this year.",No date available,"Paul Steinhauser, Paul Steinhauser Is A Politics Reporter Based In New Hampshire.",www.foxnews.com,https://www.foxnews.com/politics/2024-cash-dash-harris-fundraising-surge-more-than-doubles-trumps-haul-last-month,82,752,en
Ex-Marine leads plea for Congress to hear exiled Afghan resistance leader's warnings,"Around the time of the U.S.' withdrawal, National Resistance Front (NRF) leader Ahmad Massoud returned to the Panjshir Valley in northern Afghanistan.
There's a pending attack on the United States.
You guys are sending money to the Taliban, and they're training a terrorist group to attack the United States,"" Robichaux said.
""If there's a threat to the United States, [Trump] would let our Central Intelligence Agency do their job,"" he said.
At least one House lawmaker also agreed on the need for Massoud to brief Congress.",No date available,Charles Creitz,www.foxnews.com,https://www.foxnews.com/politics/recon-marine-rescued-civilians-leads-call-congress-hear-exiled-afghan-resistance-leaders-warnings,84,525,en
Trump applauds Catholic group's multi-million anti-Harris campaign appealing to Church faithful,"Trump posted a message to his proprietary social media outlet Truth Social on Wednesday cheering on a recent campaign launched against Vice President Kamala Harris on behalf of Catholic voters.
""A large group of Catholics is launching a major Political Campaign against Crazy Kamala Harris.
Catholics are literally being persecuted by this Wack Job, just ask the Knights of Columbus,"" Trump wrote.
Trump was referencing a multimillion-dollar campaign launched by CatholicVote — the largest Catholic political activism group in the United States.
In previous comments to Fox News, Harris campaign spokesperson James Singer said on Monday, ""Vice President Harris is proud to serve with the second Catholic president ever.",No date available,Timothy Nerozzi,www.foxnews.com,https://www.foxnews.com/politics/trump-applauds-catholic-groups-multi-million-anti-harris-campaign-appealing-church-faithful,95,719,en
Vance brands Harris a 'coward'; Trump dinged for 'attacks and insults' as campaigns war after fiery event,"The Trump and Harris campaigns mixed it up on X on Wednesday afternoon after the former president's heated appearance at the National Association of Black Journalists' conference in Chicago, and the Republican vice presidential nominee blasted Vice President Harris as a ""coward.""
""It’s also exactly what the American people will see from across the debate stage as Vice President Harris offers a vision of opportunity and freedom for all Americans.
The event caused ripples before it began because many Black journalists objected to Trump even being invited in the first place.
You attack Black journalists, calling them a loser, saying the questions that they ask are, quote, stupid and racist.
""I think it’s a very nasty question,"" Trump shot back.",No date available,Jamie Joseph,www.foxnews.com,https://www.foxnews.com/politics/vance-brands-harris-coward-trump-dinged-attacks-insults-campaigns-war-after-fiery-event,105,751,en
Signs of Job Market Weakness Are Bad News for the Fed,"Federal Reserve officials held off on cutting interest rates this week because they want slightly more data to feel confident that inflation is truly coming under control.
But while that approach is cautious when it comes to price increases, Friday’s employment report underscored that it might be a risky one when it comes to the job market.
High Fed interest rates help to cool inflation by slowing demand in the economy.
When it costs more to borrow to buy a house or expand a business, people make fewer big purchases and companies hire fewer workers.
But that chain reaction can come at a serious cost to the job market.",08/02/2024,Jeanna Smialek,www.nytimes.com,https://www.nytimes.com/2024/08/02/business/economy/jobs-report-fed.html,53,625,en
What to know about the latest report.,"It was the 43rd straight month of job growth, but the second smallest gain in that stretch.
Here’s what else to know:Easing wage growth: Wages rose by 0.2 percent in July compared with the previous month and 3.6 percent from a year earlier.
Wage growth has been moderating for more than two years, as the intense competition to hire and retain workers has slackened.
Several sectors drive gains : The health care industry added 55,000 jobs but the social assistance sector, which had been helping to power gains in previous months, slowed.
May and June numbers revised down: Payrolls were revised downward in May and June by a combined 29,000 jobs.",08/02/2024,"Sydney Ember, More About Sydney Ember",www.nytimes.com,https://www.nytimes.com/2024/08/02/business/economy/july-jobs-report-what-to-know.html,37,648,en
Trump Cites Opportunity Zones as a Triumph. Their Success Is Middling.,"“This was one of Birmingham’s white-whale buildings,” Mr. Flachsbart said of a former Red Cross office that had been renovated into 192 rental residences.
(“One of the greatest programs ever for Black workers and Black entrepreneurs,” he called the incentive in an appearance this week at a National Association of Black Journalists conference.)
But the relatively low-income areas covered by the incentive, known as opportunity zones, didn’t benefit equally.
On Mr. Flachsbart’s tour of new projects in downtown Birmingham, the stops dry up in the historically African American northwest quadrant.
There, developable lots and vacant buildings haven’t received as much of the capital flowing toward the buzzier parts of downtown.",08/02/2024,Lydia Depillis,www.nytimes.com,https://www.nytimes.com/2024/08/02/business/economy/opportunity-zones-trump-impact.html,70,729,en
"Productivity Surges 2.3%, Beating Forecasts","A highly productive economy generally means businesses and workers are operating efficiently, making more money in fewer hours.
In the second quarter, production was up 3.3 percent, while hours worked rose 1 percent.
Being able to make more with less (or with the same amount of labor and machinery) also means businesses may not feel as much pressure to set higher prices to push profits.
Productivity, at a basic level, is calculated as a simple ratio: the total amount of output an economy produces per hour worked by its labor force.
But the output side of the equation is adjusted for inflation on a quarterly basis.",08/01/2024,Talmon Joseph Smith,www.nytimes.com,https://www.nytimes.com/2024/08/01/business/economy/labor-productivity.html,43,621,en
"Trump Promises Lower Interest Rates, but the President Doesn’t Control Those","Former President Donald J. Trump, the Republican candidate for the 2024 presidential race, promised lower interest rates — which a president does not actually control — if he is elected.
Asked on Wednesday what he would do on “Day 1” of a new presidency during a panel at the National Association of Black Journalists convention in Chicago, Mr. Trump said one priority would be to “drill, baby, drill,” the shorthand tagline he has adopted for promoting oil and gas production in the United States.
“I bring energy way down, I bring, interest rates are down, I bring inflation way down,” Mr. Trump expanded.
The president exerts no direct control over interest rates.
The Federal Reserve sets a key policy rate, which then trickles out to influence borrowing costs across the economy, and the Fed is independent from the White House.",08/01/2024,Jeanna Smialek,www.nytimes.com,https://www.nytimes.com/2024/08/01/business/economy/trump-interest-rates-fed.html,76,833,en
"Michigan Court Clears Way for Higher Wages, Overruling Legislature","The Michigan Supreme Court ruled on Wednesday that legislators had unconstitutionally subverted a voter-sponsored proposal to raise the state’s minimum wage.
As a result of the 4-to-3 ruling, labor groups expect Michigan’s hourly minimum wage of $10.33 to increase by at least $2 in February, once the state treasurer calculates inflation adjustments.
There will be subsequent cost-of-living increases through 2029.
Labor activists and union groups celebrated the Michigan court’s decision.
“We have finally prevailed over the corporate interests who tried everything they could to prevent all workers, including restaurant workers, from being paid a full, fair wage with tips on top,” Saru Jayaraman, the president of One Fair Wage, a national nonprofit organizing group, said in a statement.",07/31/2024,Talmon Joseph Smith,www.nytimes.com,https://www.nytimes.com/2024/07/31/business/economy/michigan-supreme-court-minimum-wage.html,66,793,en
Seeking Your First Job After College? Share Your Story.,"But the job market is not as hot as it used to be, and younger applicants, with or without college degrees, are feeling the pinch.
Hiring projections for this year’s college graduating class are below last year’s, and the downturn is particularly notable in fields like finance, insurance, marketing and real estate.
I cover economics at The New York Times, and I would like to hear from recent college graduates and other young job seekers, as well as hiring managers, about what the job market has looked like to them this year.
And we won’t share your contact information outside the Times newsroom.
If you prefer to share tips or thoughts confidentially, you can do so here.",07/31/2024,"Talmon Joseph Smith, More About Talmon Joseph Smith",www.nytimes.com,https://www.nytimes.com/2024/07/31/business/economy/job-hunt-college-graduates.html,55,678,en
"Rate Cut ‘Could Be on the Table’ at Next Fed Meeting, Powell Says","The labor market has come into better balance and the unemployment rate remains low.
Inflation has eased substantially from a peak of 7 percent to 2.5 percent.
We are strongly committed to returning inflation to our 2 percent goal in support of a strong economy that benefits everyone.
decided to leave our policy interest rate unchanged and to continue to reduce our securities holdings.
The broad sense of the committee is that the economy is moving closer to the point at which it will be appropriate to reduce our policy rate.",07/31/2024,The New York Times,www.nytimes.com,https://www.nytimes.com/video/business/economy/100000009603765/federal-reserve-interest-rates.html,65,530,en
Fed Opens Door to September Rate Cut if Inflation Stays Cool,"Federal Reserve officials left interest rates unchanged at their July meeting, but the head of the central bank made it clear that recent progress in lowering inflation could enable policymakers to cut interest rates as soon as their next meeting in September.
Mr. Powell also suggested that the Fed could make a string of reductions before the end of the year, depending on inflation and job market data.
“I can imagine a scenario in which there would be everywhere from zero cuts to several cuts, depending on the way the economy evolves,” Mr. Powell said.
That remark was notable because it implied that three rate cuts were possible, which is in line with market expectations but more than the two the Fed had most recently forecast.
Mr. Powell spoke shortly after the Fed announced that it would hold rates at 5.3 percent for now — a two-decade high, where they have remained for a year.",07/31/2024,Jeanna Smialek,www.nytimes.com,https://www.nytimes.com/2024/07/31/business/economy/fed-meeting-interest-rates.html,60,892,en
"Intel Will Cut Over 15,000 Jobs Amid Struggles to Turn Itself Around","Intel, the Silicon Valley chip maker, said on Thursday that it will slash more than 15,000 jobs to aid a turnaround plan, as the company tries to recover after a series of stumbles.
The job cuts amounted to 15 percent of Intel’s work force.
The company also announced other restructuring moves and a reduction in capital spending, which are expected to cut costs by $10 billion in 2025.
To conserve cash, Intel also said it would suspend its quarterly dividend in the fourth quarter.
“This is painful news for me to share,” Patrick Gelsinger, Intel’s chief executive, said in a letter to employees.",08/01/2024,Don Clark,www.nytimes.com,https://www.nytimes.com/2024/08/01/technology/intel-layoffs-quarterly-report.html,68,598,en
"Amazon Cautions That When the News Gets Nutty, People Shop Less","Political violence.
A chaotic summer of news has distracted consumers, making it hard to know how they will spend, Amazon said Thursday.
But it also told investors to expect a somewhat slower and less profitable third quarter than anticipated, sending stock prices down 5 percent in after-hours trading.
The company had $148 billion in sales from April through June, up 10 percent from a year earlier.
Profit hit $13.5 billion, roughly double since the same period last year.",08/01/2024,Karen Weise,www.nytimes.com,https://www.nytimes.com/2024/08/01/technology/amazon-earnings-q2.html,63,475,en
